ds,city,neighbourhood,forecast_month,model_level,is_scenario_proxy,yhat,yhat_lower,yhat_upper,monthly_baseline,annual_occupancy_baseline,review_growth_24_25_raw,review_growth_24_25_capped,seasonality_multiplier,momentum_multiplier,n_listings,training_start,training_end,methodology_note
2026-09-01,paris,Buttes-Chaumont,2026-09,city_prophet_scaled_neighbourhood,True,6.8485,6.8123,6.8864,6.0833,73.0,0.1591,0.1591,1.12,1.0024,2098,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Buttes-Montmartre,2025-10,city_prophet_scaled_neighbourhood,True,7.5486,7.5035,7.5968,7.1667,86.0,0.0,0.0,1.06,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Buttes-Montmartre,2025-11,city_prophet_scaled_neighbourhood,True,6.7781,6.7327,6.8226,7.1667,86.0,0.0,0.0,0.94,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Buttes-Montmartre,2025-12,city_prophet_scaled_neighbourhood,True,7.2656,7.219,7.3068,7.1667,86.0,0.0,0.0,1.02,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Buttes-Montmartre,2026-01,city_prophet_scaled_neighbourhood,True,5.619,5.5764,5.6648,7.1667,86.0,0.0,0.0,0.78,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Buttes-Montmartre,2026-02,city_prophet_scaled_neighbourhood,True,5.9862,5.9418,6.0279,7.1667,86.0,0.0,0.0,0.84,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Buttes-Montmartre,2026-03,city_prophet_scaled_neighbourhood,True,6.8394,6.7965,6.8853,7.1667,86.0,0.0,0.0,0.95,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Buttes-Montmartre,2026-04,city_prophet_scaled_neighbourhood,True,7.4865,7.446,7.5302,7.1667,86.0,0.0,0.0,1.05,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Buttes-Montmartre,2026-05,city_prophet_scaled_neighbourhood,True,7.9137,7.8713,7.9579,7.1667,86.0,0.0,0.0,1.1,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Buttes-Montmartre,2026-06,city_prophet_scaled_neighbourhood,True,8.1346,8.0907,8.1828,7.1667,86.0,0.0,0.0,1.14,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Buttes-Montmartre,2026-07,city_prophet_scaled_neighbourhood,True,7.7765,7.733,7.821,7.1667,86.0,0.0,0.0,1.08,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Buttes-Montmartre,2026-08,city_prophet_scaled_neighbourhood,True,6.5608,6.5143,6.606,7.1667,86.0,0.0,0.0,0.92,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Buttes-Montmartre,2026-09,city_prophet_scaled_neighbourhood,True,8.0489,8.0063,8.0935,7.1667,86.0,0.0,0.0,1.12,1.0,4202,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Elysee,2025-10,city_prophet_scaled_neighbourhood,True,9.9594,9.8999,10.023,9.5,114.0,-0.3125,-0.3125,1.06,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Elysee,2025-11,city_prophet_scaled_neighbourhood,True,8.9428,8.8829,9.0016,9.5,114.0,-0.3125,-0.3125,0.94,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Elysee,2025-12,city_prophet_scaled_neighbourhood,True,9.586,9.5245,9.6403,9.5,114.0,-0.3125,-0.3125,1.02,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Elysee,2026-01,city_prophet_scaled_neighbourhood,True,7.4135,7.3573,7.474,9.5,114.0,-0.3125,-0.3125,0.78,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Elysee,2026-02,city_prophet_scaled_neighbourhood,True,7.898,7.8394,7.953,9.5,114.0,-0.3125,-0.3125,0.84,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Elysee,2026-03,city_prophet_scaled_neighbourhood,True,9.0237,8.9671,9.0842,9.5,114.0,-0.3125,-0.3125,0.95,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Elysee,2026-04,city_prophet_scaled_neighbourhood,True,9.8774,9.824,9.9351,9.5,114.0,-0.3125,-0.3125,1.05,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Elysee,2026-05,city_prophet_scaled_neighbourhood,True,10.4411,10.3852,10.4994,9.5,114.0,-0.3125,-0.3125,1.1,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Elysee,2026-06,city_prophet_scaled_neighbourhood,True,10.7325,10.6745,10.7961,9.5,114.0,-0.3125,-0.3125,1.14,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Elysee,2026-07,city_prophet_scaled_neighbourhood,True,10.26,10.2027,10.3187,9.5,114.0,-0.3125,-0.3125,1.08,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Elysee,2026-08,city_prophet_scaled_neighbourhood,True,8.6561,8.5948,8.7158,9.5,114.0,-0.3125,-0.3125,0.92,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Elysee,2026-09,city_prophet_scaled_neighbourhood,True,10.6195,10.5633,10.6783,9.5,114.0,-0.3125,-0.3125,1.12,0.9953,199,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Enclos-St-Laurent,2025-10,city_prophet_scaled_neighbourhood,True,10.4956,10.4328,10.5626,10.0,120.0,-0.2368,-0.2368,1.06,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Enclos-St-Laurent,2025-11,city_prophet_scaled_neighbourhood,True,9.4242,9.361,9.4862,10.0,120.0,-0.2368,-0.2368,0.94,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Enclos-St-Laurent,2025-12,city_prophet_scaled_neighbourhood,True,10.102,10.0372,10.1593,10.0,120.0,-0.2368,-0.2368,1.02,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Enclos-St-Laurent,2026-01,city_prophet_scaled_neighbourhood,True,7.8126,7.7534,7.8763,10.0,120.0,-0.2368,-0.2368,0.78,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Enclos-St-Laurent,2026-02,city_prophet_scaled_neighbourhood,True,8.3232,8.2614,8.3811,10.0,120.0,-0.2368,-0.2368,0.84,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Enclos-St-Laurent,2026-03,city_prophet_scaled_neighbourhood,True,9.5094,9.4498,9.5732,10.0,120.0,-0.2368,-0.2368,0.95,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Enclos-St-Laurent,2026-04,city_prophet_scaled_neighbourhood,True,10.4091,10.3529,10.47,10.0,120.0,-0.2368,-0.2368,1.05,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Enclos-St-Laurent,2026-05,city_prophet_scaled_neighbourhood,True,11.0031,10.9443,11.0646,10.0,120.0,-0.2368,-0.2368,1.1,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Enclos-St-Laurent,2026-06,city_prophet_scaled_neighbourhood,True,11.3103,11.2492,11.3773,10.0,120.0,-0.2368,-0.2368,1.14,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-07-01,paris,Enclos-St-Laurent,2026-07,city_prophet_scaled_neighbourhood,True,10.8123,10.7519,10.8742,10.0,120.0,-0.2368,-0.2368,1.08,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-08-01,paris,Enclos-St-Laurent,2026-08,city_prophet_scaled_neighbourhood,True,9.1221,9.0575,9.185,10.0,120.0,-0.2368,-0.2368,0.92,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-09-01,paris,Enclos-St-Laurent,2026-09,city_prophet_scaled_neighbourhood,True,11.1912,11.1319,11.2531,10.0,120.0,-0.2368,-0.2368,1.12,0.9964,602,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-10-01,paris,Entrepôt,2025-10,city_prophet_scaled_neighbourhood,True,8.2639,8.2145,8.3167,7.8333,94.0,0.1058,0.1058,1.06,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-11-01,paris,Entrepôt,2025-11,city_prophet_scaled_neighbourhood,True,7.4204,7.3706,7.4691,7.8333,94.0,0.1058,0.1058,0.94,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2025-12-01,paris,Entrepôt,2025-12,city_prophet_scaled_neighbourhood,True,7.954,7.903,7.9992,7.8333,94.0,0.1058,0.1058,1.02,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-01-01,paris,Entrepôt,2026-01,city_prophet_scaled_neighbourhood,True,6.1514,6.1048,6.2016,7.8333,94.0,0.1058,0.1058,0.78,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-02-01,paris,Entrepôt,2026-02,city_prophet_scaled_neighbourhood,True,6.5534,6.5048,6.5991,7.8333,94.0,0.1058,0.1058,0.84,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-03-01,paris,Entrepôt,2026-03,city_prophet_scaled_neighbourhood,True,7.4875,7.4406,7.5377,7.8333,94.0,0.1058,0.1058,0.95,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-04-01,paris,Entrepôt,2026-04,city_prophet_scaled_neighbourhood,True,8.1959,8.1516,8.2438,7.8333,94.0,0.1058,0.1058,1.05,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-05-01,paris,Entrepôt,2026-05,city_prophet_scaled_neighbourhood,True,8.6636,8.6172,8.712,7.8333,94.0,0.1058,0.1058,1.1,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
2026-06-01,paris,Entrepôt,2026-06,city_prophet_scaled_neighbourhood,True,8.9054,8.8573,8.9582,7.8333,94.0,0.1058,0.1058,1.14,1.0016,2476,2021-01-01,2025-09-01,"Scenario-based Prophet demand proxy built from annual occupancy estimates, assumed STR seasonality, and capped review-growth momentum. Not trained on observed booking/calendar time series."
